NOVANAID	XUTM	YUTM	Z	Ave_WATLEV	DATE	COMP_LAYER
200.685A_1	713088	6180986	-10	17.164	12-11-2012	10
200.689B_1	710731.7	6176012.7	-3.51	14.5533	14-11-2012	10
200.694_1	700983.45	6187347.86	-4.55	18.3	15-11-2012	10
200.695_1	701647	6187344	-5.45	15.25	16-11-2012	10
200.711B_1	709099	6182457	-5.3	14.7	18-11-2012	10
200.740_1	717463	6173728	-28.6	3.825	21-11-2012	10
200.764_1	712013	6177392	0.65	13.4	22-11-2012	10
200.841_1	703105	6183958	-44.39	8.4	23-11-2012	10
200.976_1	707091	6173935	-19.45	10.975	24-11-2012	10
201.10_1	720804	6179785	-13.2	13.215	25-11-2012	10
201.132_1	721451	6177813	-14.03	2.7657	26-11-2012	10
201.133_1	718289	6176092	-0.33	6.1325	27-11-2012	10
201.1444_1	721573	6176325	-44.25	-11.19	28-11-2012	10
201.151_1	719804	6176603	-7.55	4.5	29-11-2012	10
201.186_1	721813	6176397	-24.5	-2.3	30-11-2012	10
201.200_1	721186	6181147	-19.1	13.2475	1-12-2012	10
201.202_1	721297	6176608	-10.45	-4.3486	2-12-2012	10
201.203A_1	721105	6181425	-25.95	9.5	3-12-2012	10
201.203B_1	721046.57	6181457.27	-25.65	9.0543	4-12-2012	10
201.2067_1	724473	6176309	-21.25	1.77	5-12-2012	10
201.249A_1	721214	6176158	-69	0.88	8-12-2012	10
201.2817_1	721078	6176111	-30.13	-1.16	9-12-2012	10
201.28_1	721083	6176414	-34.47	-3.195	10-12-2012	10
201.3069_1	724174	6175208	-13.9	-0.5	11-12-2012	10
201.3070_1	724155	6175270	-12.95	-0.7	12-12-2012	10
201.3077_1	724230	6175073	-35.3022	-0.8	13-12-2012	10
201.3101_1	725004	6176009	-38.05	-1	14-12-2012	10
201.318_1	721441	6176958	-15.89	-1.9933	15-12-2012	10
201.3664_1	718774	6175108	-13.3	-2.8	16-12-2012	10
201.3665_1	723360	6179698	-26.8	6.215	17-12-2012	10
201.3691_1	721580	6176708	-22.62	-1.74	19-12-2012	10
201.3702_1	721566.6	6176359.86	-43.75	-4.27	20-12-2012	10
201.3736_1	718761	6174984	-20.5	-1	22-12-2012	10
201.3737_1	718760	6174941	-17.8	-0.7	23-12-2012	10
201.3738_1	718806	6175107	-12.5	-1	24-12-2012	10
201.3754_1	721973	6175916	-18.67	-2.74	27-12-2012	10
201.3765_1	721997	6178148	-17.18	4.46	31-12-2012	10
201.3772_1	719789	6173626	-6.79	3.0975	1-01-2013	10
201.3791_1	722114	6178786	-15.5	5.05	3-01-2013	10
201.3809_1	721290	6174821	-11.44	2.892	10-01-2013	10
201.3811_1	720146	6173634	-8.1	2.1833	11-01-2013	10
201.3820_1	719159.55	6186628.18	-26.52	15.445	13-01-2013	10
201.3821_1	721438	6178076	-15.75	8	14-01-2013	10
201.3822_1	720118	6176926	-6.15	-0.2	16-01-2013	10
201.3822_2	720118	6176926	-2.35	-1.1	17-01-2013	10
201.3823_1	722565	6178031	-14.15	5.3	18-01-2013	10
201.3824_1	721506	6176310	-24.89	-4.85	20-01-2013	10
201.3824_2	721506	6176310	-16.64	-4.04	21-01-2013	10
201.3824_3	721506	6176310	-10.89	-4.05	22-01-2013	10
201.3825_1	721479	6176160	-8.57	-2.6725	23-01-2013	10
201.3826_1	721592	6175891	-9.25	-2.07	24-01-2013	10
201.3827_1	720670.34	6176422.66	-9.63	-1.575	25-01-2013	10
201.3844_1	722259	6175142	-10.6	-1.3775	26-01-2013	10
201.3845_1	720956	6175203	-8.2	2.99	27-01-2013	10
201.3850_1	720417	6176493	-14.87	-2.43	28-01-2013	10
201.3851_1	721169	6176345	-11.97	-2.54	29-01-2013	10
201.3853_1	721122	6175171	-7.95	1.5	30-01-2013	10
201.3860_1	719601	6176867	-4.43	5.2	1-02-2013	10
201.3877_1	718577.76	6181419.36	-6.07	18.595	3-02-2013	10
201.3933_1	722567	6178037	-14.15	4.62	5-02-2013	10
201.4760_1	721435	6178066	-15.74	4.04	8-02-2013	10
201.4763_1	722280	6178674	-13.58	4.71	10-02-2013	10
201.5021_1	722162	6177995	-23.14	4.0325	11-02-2013	10
201.5022_1	721043	6177144	-17.4	-2.1075	12-02-2013	10
201.5072_1	721165	6175999	-3.7	-1.94	13-02-2013	10
201.5119_1	724086	6176860	-12.7	1.9	16-02-2013	10
201.5121_1	724065	6176889	-11.4	5.5	17-02-2013	10
201.5159_1	723876.29	6182114.2	-12.81	4.935	1-03-2013	10
201.5176_1	722579	6176103	-12.26	-1.33	5-03-2013	10
201.5177_1	722272	6176122	-13.33	-0.68	6-03-2013	10
201.5178_1	721977.33	6176381.85	-11.62	-2.198	7-03-2013	10
201.5179_1	721971	6176152	-11.8	-1.65	8-03-2013	10
201.5204_1	725010.47	6175001.98	-13.1	-0.26	10-03-2013	10
201.5206_1	725010.47	6175001.98	-13.1	-0.28	12-03-2013	10
201.5207_1	725010.47	6175001.98	-37.4194	-0.51	14-03-2013	10
201.5221_1	724173.79	6175585.63	-27.35	-1	24-03-2013	10
201.5230_1	722983.9	6175062.11	-3.6	0.86	25-03-2013	10
201.5231_1	723009.39	6175037.61	-10.85	-0.57	26-03-2013	10
201.5232_1	722984.39	6175037.11	-3.99	-0.6	28-03-2013	10
201.5232_2	722984.39	6175037.11	-26.2233	1.1	29-03-2013	10
201.5247_1	725528	6175394	-15	-0.65	30-03-2013	10
201.5248_1	725503	6175349	-15.075	-1	31-03-2013	10
201.5249_1	725593	6175359	-13.5	-0.4	1-04-2013	10
201.5250_1	725543	6175319	-15	-1.56	2-04-2013	10
201.5251_1	725628	6175314	-14	-0.6	3-04-2013	10
201.5252_1	725578	6175289	-13	-0.65	4-04-2013	10
201.5253_1	725548	6175394	-13.5	-0.2	5-04-2013	10
201.5254_1	725573	6175374	-14.5	-0.7	6-04-2013	10
201.5259_1	725623	6175249	-18.5	-0.9	7-04-2013	10
201.5260_1	725653	6175284	-16	-0.09	8-04-2013	10
201.5261_1	725688	6175324	-15	0.25	9-04-2013	10
201.5262_1	725718	6175359	-12.3	0	10-04-2013	10
201.5293_1	718468.05	6182308.04	-5.11	18.88	25-04-2013	10
201.5295_1	720864	6175145	-30.5259	2.4975	28-04-2013	10
201.5296_1	725661	6179627	-15.48	0.09	29-04-2013	10
201.5297_1	725534	6179702	-15.87	-0.19	30-04-2013	10
201.5298_1	725537	6179694	-12.21	-0.1	1-05-2013	10
201.5299_1	725555	6179680	-13.05	-0.09	3-05-2013	10
201.5300_1	725596	6179643	-13.7	0.36	5-05-2013	10
201.5301_1	725641	6179621	-14.61	0.14	7-05-2013	10
201.5302_1	725613	6179658	-14.9	0.22	9-05-2013	10
201.5303_1	725556	6179610	-13.08	0.06	11-05-2013	10
201.5304_1	721649	6176216	-9.01	-4.2533	13-05-2013	10
201.5311_1	721311	6176597	-28.63	-8.55	18-05-2013	10
201.5312_1	721247	6176815	-26.89	-4.94	19-05-2013	10
201.5375_1	723177	6176206	-8.12	-1.2275	30-05-2013	10
201.5379_1	720151	6176691	-26.7686	0.535	3-06-2013	10
201.5417_1	723511	6175133	-7.23	2	5-06-2013	10
201.5418_1	723517	6175126	-7.24	2	6-06-2013	10
201.5433_1	720431.35	6176536.85	-10.46	-2.78	22-06-2013	10
201.5668_1	720664	6178278	-38.21	1	28-06-2013	10
201.5675_1	720696	6178522	-57.55	5.45	30-06-2013	10
201.5684_1	722008	6178123.7	-16.99	1.9167	1-07-2013	10
201.5692_1	721128.4	6177384.6	-46.62	-4.4	3-07-2013	10
201.5703_1	723543	6176657	-9.4	3.1	7-07-2013	10
201.5710_1	725666	6174153	-36.5359	-1.62	13-07-2013	10
201.5711_1	725690	6174161	-36.5359	-2.23	14-07-2013	10
201.5712_1	725749	6174317	-36.6928	-1.44	15-07-2013	10
201.5713_1	725786	6174352	-36.6928	-2.6	16-07-2013	10
201.5714_1	725813	6174349	-36.7822	-2.44	17-07-2013	10
201.5715_1	725850	6174331	-36.7822	-1.75	18-07-2013	10
201.5752_1	720836.9	6179870.4	-14.06	3.65	24-07-2013	10
201.5760_1	723542	6176628	-8.24	2.765	26-07-2013	10
201.5761_1	723532	6176640	-9.24	2.67	27-07-2013	10
201.5873_1	720620	6176517.3	-5.5	-3.3	5-08-2013	10
201.5875_1	720895.6	6177359.9	-4.86	-2.82	7-08-2013	10
201.5884_1	727140	6174561	-9.9	-0.51	9-08-2013	10
201.5937_1	723647	6183070	-12.1	5	25-08-2013	10
201.5938_1	723657	6183097	-12.8	4.9	26-08-2013	10
201.6065_1	725673	6174047	-18.15	-1.55	13-09-2013	10
201.6066_1	725645	6174008	-14.6	-2.78	14-09-2013	10
201.6120_1	725695.82	6174096.58	-14.2	-2.03	3-10-2013	10
201.6144_1	724750	6176666	-14.4	1.3	4-10-2013	10
201.6146_1	725664.89	6174104.12	-17.8	-1.9	5-10-2013	10
201.6160_1	725638.46	6174103.21	-17.8	-1.82	6-10-2013	10
201.6183_1	725471.13	6176529.6	-14.8	0	11-10-2013	10
201.6236_1	725671	6174004	-18.5	-2.1	14-10-2013	10
201.6243_1	725711	6173998	-18.3	-1.25	16-10-2013	10
201.6450_1	725390	6173954	-36.1316	-1.02	19-10-2013	10
201.6518_1	723456	6176552	-10.7	2.9	23-10-2013	10
201.6521_1	723558	6176205	-14.7	-0.22	25-10-2013	10
201.875_1	727252	6175066	-15.4	-2.2825	2-11-2013	10
205.15_1	680343.38	6170330.92	-20.1	25.2298	21-11-2013	10
205.775_1	664612	6159963	-86.75	26	12-12-2013	10
206.1016_1	697926	6161191.5	5.14	19.865	13-12-2013	10
206.1024_1	699613	6163483	18.65	22	14-12-2013	10
206.1028_1	698685.47	6162480.3	17.27	27.43	15-12-2013	10
206.1061_1	698081	6164695	19.5	23.2	17-12-2013	10
206.1123_1	698795.88	6167870.11	3.4088	34.1339	22-12-2013	10
206.1128_2	699425.94	6165995.66	26.75	31.01	25-12-2013	10
206.1129_1	699229.44	6166144.49	19.365	27.84	26-12-2013	10
206.112_1	684421	6168474.29	-31	29.1217	27-12-2013	10
206.1136_1	698082	6166338	15.03	29.6267	28-12-2013	10
206.1136_2	698082	6166338	26.03	30.55	29-12-2013	10
206.1138_1	698049.88	6166308.38	28.55	32.4	30-12-2013	10
206.1138_2	698049.88	6166308.38	31.8	32.84	31-12-2013	10
206.1164_1	692184	6158060	16.75	32.97	1-01-2014	10
206.1303_1	698396	6166920	16.75	31.89	8-01-2014	10
206.1303_2	698396	6166920	21.3	33.1	9-01-2014	10
206.1303_3	698396	6166920	30.75	36.3	10-01-2014	10
206.135_1	694201	6164558	-31.75	29.1	11-01-2014	10
206.1374_1	697974.3	6166345.5	27.69	32.8	12-01-2014	10
206.1572_1	693111	6161307	-5.325	23.7	17-01-2014	10
206.1614_1	690976	6160130	-26.2	23.1	26-01-2014	10
206.1615_1	699279	6169033	16.6	20.9	27-01-2014	10
206.1618_1	698994	6164164	8.2	24.8381	28-01-2014	10
206.1618_2	698994	6164164	18.6	25.84	29-01-2014	10
206.1630_1	697488	6163943	13.95	25.87	3-02-2014	10
206.1655_1	686087.19	6172797.42	-37.1	5.12	6-02-2014	10
206.1699_1	687518	6158264	-40.5	39.2	12-02-2014	10
206.1704_1	696901.4	6166168.16	-2.9	20.41	13-02-2014	10
206.1704_2	696901.4	6166168.16	6.7	37.69	14-02-2014	10
206.1704_3	696901.4	6166168.16	22.6	30.58	15-02-2014	10
206.1714_1	692232	6168817	-54.4	22.02	17-02-2014	10
206.1724_1	699092	6167999	23	26.3	18-02-2014	10
206.176_1	693607.8	6160536.1	-19.05	32.24	20-02-2014	10
206.212_1	690682	6165266	-11.1	18	21-02-2014	10
206.220_1	693653	6160867	-25.7	30.5	22-02-2014	10
206.308_1	694227.3	6158782	8.02	26.8767	24-02-2014	10
206.321_1	698496	6165539	20	27.99	25-02-2014	10
206.363_1	698337	6159359	-3	13.38	26-02-2014	10
206.365_1	698709	6160531	-14.8581	14.2025	27-02-2014	10
206.379_1	698487	6160353	-1.85	21	28-02-2014	10
206.389_1	696872	6161069	6.4	13.2067	1-03-2014	10
206.38_1	698301.19	6169687.08	10.8	20.9126	2-03-2014	10
206.39B_1	696655	6167828	-3.25	35.7	3-03-2014	10
206.42_1	697953	6172074	4.44	18.8908	4-03-2014	10
206.442_1	696074	6162102	15.6	24	5-03-2014	10
206.480_1	696736.31	6158549.05	10.36	19.725	6-03-2014	10
206.50_1	695619.31	6163801.36	-29.85	30.0266	7-03-2014	10
206.510_1	695442.7	6160931.6	5.65	24.685	8-03-2014	10
206.51_1	698522	6163605	23.69	25.2331	9-03-2014	10
206.540_1	693331	6158207	9.6	28.6	10-03-2014	10
206.542_1	695795.06	6172838.62	-9.15	21.8412	11-03-2014	10
206.564_1	697310	6168844	4.5	29.98	12-03-2014	10
206.595_1	698886	6160942	9.21	14.7817	13-03-2014	10
206.62_1	684194.88	6170632.04	-76.83	13.9761	15-03-2014	10
206.63_1	682000.86	6167465.55	-41.7	39.9986	16-03-2014	10
206.641_1	692647.4	6160009.8	5.8	30.845	17-03-2014	10
206.726_1	681070.8	6167575.91	-25.31	42.4	18-03-2014	10
206.739_1	693709	6170016	-66.3	35.05	19-03-2014	10
207.1017_1	703657	6164333	3.5	16	20-03-2014	10
207.1019_1	702650	6159110	-22.65	1.3	21-03-2014	10
207.1027_1	712642	6169540	-55	0.4	22-03-2014	10
207.104_1	702698	6169998	8.5	15.59	23-03-2014	10
207.1143_1	705202	6162808	-33.5	1.8	24-03-2014	10
207.118_1	704884.94	6165751.71	-10.4	7.1817	25-03-2014	10
207.1264_1	701719	6164521	14.75	23.99	26-03-2014	10
207.127_1	703532	6171981	17.05	16.35	27-03-2014	10
207.1280_1	712841	6172789	-2.05	5.03	28-03-2014	10
207.1281_1	716999	6173367	-4.7	4.0043	29-03-2014	10
207.1342_1	702322	6167950	7.45	16.8667	30-03-2014	10
207.1346_1	702713	6161979	-23.2371	10.28	31-03-2014	10
207.136_1	706002	6167416	-4.3	6.1	1-04-2014	10
207.1511_1	703297	6161743	-37.6	3.9	2-04-2014	10
207.1578_1	714298	6171375	-54.68	3.5914	3-04-2014	10
207.1682_1	701375	6171470	7.2	17.75	4-04-2014	10
207.1724_1	702131	6165127	8.65	11.78	5-04-2014	10
207.1766_1	711334	6170957	-17.5	1.07	6-04-2014	10
207.2247_1	702658	6169927	7	15.1	7-04-2014	10
207.2250_1	704460	6165097	-15.5	14.72	8-04-2014	10
207.2291_1	706789	6171115	-8.9	8.36	9-04-2014	10
207.2391_1	714050	6170346	-12	3.8614	10-04-2014	10
207.2400_1	705626	6169812	-2.5	10.8	11-04-2014	10
207.244C_1	712603	6169234	-37	-1.135	12-04-2014	10
207.247_1	710020	6169348	-29.5	4.315	13-04-2014	10
207.251_1	702360	6169977	8.76	12.7	14-04-2014	10
207.252_1	702737	6169968	10.4	15.2	15-04-2014	10
207.2562_1	715893	6172041	-5.2	2.8871	16-04-2014	10
207.2613_1	717069	6167958	-17.95	-0.9843	17-04-2014	10
207.2619_1	700166.25	6160369.75	-7.35	17.3515	18-04-2014	10
207.2634_1	701347	6173057	12.75	21.4	19-04-2014	10
207.2636_1	706449	6165947	-7	2.01	20-04-2014	10
207.263_1	704961	6167334	-28.5	9.7	21-04-2014	10
207.2688_1	703744	6169784	3.3	14.84	22-04-2014	10
207.2689_1	705363	6172242	13.2	14.44	23-04-2014	10
207.268_1	704235	6172750	13.35	16.895	24-04-2014	10
207.269_1	705040	6169957	2.4	13.02	25-04-2014	10
207.2707_1	709511	6171537	-8.16	2.4	26-04-2014	10
207.2721_1	706887	6167293	-14.55	6.73	27-04-2014	10
207.2729_1	700118	6162396	16.335	25	28-04-2014	10
207.273_1	703510.19	6164454.7	1.4	15.2149	29-04-2014	10
207.2746_1	699760	6167951	25.7	24.13	30-04-2014	10
207.2748_1	707950	6172009	-1.5	8.68	1-05-2014	10
207.2749_1	708364	6172308	-5	6.26	2-05-2014	10
207.2750_1	707701	6171807	-3.75	9.35	3-05-2014	10
207.2751_1	708377	6171759	-4.75	8.555	4-05-2014	10
207.2755_1	699812	6171592	10	17	5-05-2014	10
207.2826_1	711400	6167942	-42.75	-1.0867	6-05-2014	10
207.2826_2	711400	6167942	-24.75	-0.8167	7-05-2014	10
207.2829_1	709898	6168412	-12.85	4.5175	8-05-2014	10
207.282_1	715511	6171257	-12.05	3.1129	9-05-2014	10
207.2836_1	707749	6172733	-1.25	9.944	10-05-2014	10
207.2913_1	717877	6167670	-12.2	-0.705	11-05-2014	10
207.2917_1	709926.7	6168978.68	-32.4944	-4.2	13-05-2014	10
207.2918_1	709926.7	6168978.68	-9.5	-4	14-05-2014	10
207.2920_1	709926.7	6168978.68	-9.5	-4	16-05-2014	10
207.292_1	702503	6163846	1.41	23.0909	17-05-2014	10
207.294A_1	718070	6172106	-14.85	-0.746	18-05-2014	10
207.294B_1	718262	6172139	-13.8	-0.9414	19-05-2014	10
207.296_1	704589	6171830	-18.54	16.53	20-05-2014	10
207.29_1	704217	6164727	-0.9	14.1132	21-05-2014	10
207.3000_1	718273	6169244	-6.9	-0.09	22-05-2014	10
207.3018_1	708529	6167942	-43.25	5.4067	23-05-2014	10
207.3041_1	717400	6173252	-14.25	4.25	24-05-2014	10
207.307_1	701510	6162492	-2.14	20.3538	25-05-2014	10
207.315_1	702735	6170368	9.5	14.32	26-05-2014	10
207.31_1	700982.38	6164402.49	14.8	23.8779	27-05-2014	10
207.3215_1	718223	6171047	-8.5	0.35	28-05-2014	10
207.324_1	710598	6169372	-58.8	1.78	29-05-2014	10
207.348_1	716971	6170417	-46.4	1.6	30-05-2014	10
207.3529_1	699986	6168011	13.5	19.3133	31-05-2014	10
207.3545_1	718209	6167660	-11.5	-0.32	1-06-2014	10
207.3564_1	707518.57	6173144.3	8.4	8.99	2-06-2014	10
207.356_1	712914.39	6171428	-29.05	4.98	3-06-2014	10
207.3579_1	703701	6164251	-37.94	13.63	4-06-2014	10
207.359_1	712675	6170434	-22.5	2.46	6-06-2014	10
207.3610_1	700937	6171575	9.7	15.6	7-06-2014	10
207.3638_1	707948	6171564	-15.4	7.5	8-06-2014	10
207.3640_1	707788	6172024	4.25	9.6	9-06-2014	10
207.3680_1	707654	6170953	5.12	5.3	10-06-2014	10
207.3681_1	707667	6170957	2.57	9.38	11-06-2014	10
207.3682_1	707715	6170952	1.75	9.19	12-06-2014	10
207.3683_1	707713	6170962	2.53	9.19	13-06-2014	10
207.3684_1	707713	6170973	2.43	9.18	14-06-2014	10
207.3685_1	707712	6170981	3.59	9.19	15-06-2014	10
207.3697_1	699974	6165674	21.4	24.3	17-06-2014	10
207.3698_1	700020	6165656	21.1	24	18-06-2014	10
207.3707_1	700843.07	6166098.21	19.33	34.99	19-06-2014	10
207.3713_1	708868	6170068	-13.61	9.04	20-06-2014	10
207.3763_1	704281	6163078.2	3.375	5	22-06-2014	10
207.3765_1	707653.3	6170971	6.02	13.2	23-06-2014	10
207.3766_1	707648.7	6170962.1	6.16	13.06	24-06-2014	10
207.3767_1	707640.6	6170963.6	5.73	13.2	25-06-2014	10
207.3768_1	707638.9	6170975.5	5.18	12.7	26-06-2014	10
207.3769_1	707646.6	6170981.5	4.43	12.61	27-06-2014	10
207.3770_1	707654.2	6170977.3	4.69	12.4	28-06-2014	10
207.3771_1	700382	6171802	15.9	19.03	29-06-2014	10
207.3773_1	702480.37	6169767.21	-1.8	15.12	30-06-2014	10
207.3773_2	702480.37	6169767.21	10.8	15.07	1-07-2014	10
207.3779_1	706668	6166164	-31.8146	1.3	3-07-2014	10
207.3781_1	701788	6159927	4.91	6.2267	4-07-2014	10
207.3782_1	701821.25	6160214.02	7.09	9.3983	5-07-2014	10
207.3783_1	701642.55	6160159.11	-15.5619	10.485	6-07-2014	10
207.3784_1	701526.58	6159948.77	7.25	8.8733	7-07-2014	10
207.3789_1	710837	6173216	-22.8763	7.8	9-07-2014	10
207.3797_1	702029.68	6162989.7	-7.29	23.78	13-07-2014	10
207.3798_1	702001.11	6162787.98	-4.93	21.72	14-07-2014	10
207.37_1	704961.12	6168087.07	7	13.1115	16-07-2014	10
207.380_1	703911	6163789	-2.95	10.835	17-07-2014	10
207.3820_1	700498	6164649	17.525	25	18-07-2014	10
207.382_1	700333	6163553	20.6	24.5617	19-07-2014	10
207.3837_1	701282	6168804	17.11	18.6	20-07-2014	10
207.3869_1	707914	6172205	4.8	9.3	30-07-2014	10
207.3870_1	707955	6172187	3.9	9.1	31-07-2014	10
207.3871_1	707932	6172162	4.1	9.2	1-08-2014	10
207.3872_1	707985	6172128	4.6	9.2	2-08-2014	10
207.3876_1	707949	6172168	-3.27	9.4	6-08-2014	10
207.3876_2	707949	6172168	0.73	9.4	7-08-2014	10
207.3876_3	707949	6172168	-20.3772	9.4	8-08-2014	10
207.3881_1	705979	6167675	-5.45	5.2	9-08-2014	10
207.3882_1	705951	6167674	-6.63	6.9	10-08-2014	10
207.3883_1	705979	6167675	-2.3	9	11-08-2014	10
207.3888_1	700276.22	6172545.2	16.7	17.73	12-08-2014	10
207.3889_1	700314.34	6172542.2	15.9	17.7	13-08-2014	10
207.3890_1	700303.12	6172503.5	16.775	17.78	14-08-2014	10
207.3891_1	700292.2	6172556.06	17	17.54	15-08-2014	10
207.38_1	705314.62	6166672.09	-2.2	5.404	18-08-2014	10
207.3920_1	701264.2	6169407.31	15.19	37.86	19-08-2014	10
207.3930_1	702331	6169953.82	7.9	12.8	20-08-2014	10
207.3967_1	707181	6169058	-11.5	9	29-08-2014	10
207.3968_1	700318	6172544	16.5	17.45	30-08-2014	10
207.3969_1	700298	6172564	5.9	18	31-08-2014	10
207.3970_1	703459.58	6164032.59	-24.89	10.7	1-09-2014	10
207.3971_1	703170.15	6164033.86	-20.3	18.41	2-09-2014	10
207.3990_1	707711	6170968	4	11.54	3-09-2014	10
207.4003_1	707936.29	6171007.15	-9.06	8.5	4-09-2014	10
207.4015_1	704424	6162990	-1.4	3.2	6-09-2014	10
207.4046_1	700107.83	6171027.42	12.65	17.89	13-09-2014	10
207.4055_1	706663	6171517	7.2	8.6	15-09-2014	10
207.410_1	702490	6165593	14.55	18.59	16-09-2014	10
207.415_1	702326	6164816	16.7	21.5	17-09-2014	10
207.418_1	701884	6164768	18.3	22.29	18-09-2014	10
207.426_1	701556	6163945	14.3	22.435	19-09-2014	10
207.427_1	701809	6163793	15.85	23.575	20-09-2014	10
207.449_1	702305	6166397	5.85	18.64	21-09-2014	10
207.464_1	700942	6170059	10.73	14.1	22-09-2014	10
207.541_1	705429	6165798	-1.8	5.44	23-09-2014	10
207.567_1	706141	6169622	-4.65	4.8	24-09-2014	10
207.710_1	702073	6161014	-23.0679	14.6	25-09-2014	10
207.836_1	699834	6159174	6.9	13.44	26-09-2014	10
207.884_1	701666	6167448	10.01	19.675	27-09-2014	10
207.924_1	703006	6159348	-48.49	0.55	28-09-2014	10
207.930_1	700556	6164085	20.25	30.61	29-09-2014	10
208.1096_1	728470	6169675	-17.85	-1	30-09-2014	10
208.1512_1	730655	6167651	-57.1891	-1.7	1-10-2014	10
208.1532_1	726633	6168684	-10.6	-1.3	2-10-2014	10
208.1577_1	721380	6168783	-10.2	0.6	3-10-2014	10
208.1742_1	729044	6170638	-39.9	-1	4-10-2014	10
208.1743_1	728894	6170469	-35.274	-1.7	5-10-2014	10
208.231_1	728163	6169011	-20.875	0.7	6-10-2014	10
208.289_1	726109	6163954	-20.025	-0.5	7-10-2014	10
208.336_1	721597	6172690	-8.8	-2	8-10-2014	10
208.3888_1	718675	6167629	-15	-0.2	11-10-2014	10
208.3918_1	720448	6171173	-12.2	0.47	12-10-2014	10
208.3919_1	720477	6171168	-12.2	0.3	13-10-2014	10
208.3929_1	725129	6170616	-8.1	-2.6	17-10-2014	10
208.3930_1	725242	6170667	-14.3	-2.5	18-10-2014	10
208.3931_1	725279	6170644	-9.2	-3.2	19-10-2014	10
208.3932_1	725237	6170600	-10.9	-3.4	20-10-2014	10
208.3933_1	725196	6170663	-10.7	-2.5	21-10-2014	10
208.3935_1	725291	6170673	-10	-2.3	23-10-2014	10
208.3938_1	725086	6170772	-7.8	-0.9	25-10-2014	10
208.3939_1	725072	6170677	-11.8	-1.4	26-10-2014	10
208.3961_1	725154	6170836	-8.4	0.57	27-10-2014	10
208.3962_1	725195	6170839	-9	0.84	28-10-2014	10
208.3963_1	725224	6170837	-9	0.38	29-10-2014	10
208.3964_1	725260	6170831	-8.4	0.5	30-10-2014	10
208.3965_1	725289	6170820	-9	0.49	31-10-2014	10
208.3966_1	725259	6170820	-8.9	0.78	1-11-2014	10
208.3967_1	725258	6170798	-8.9	1.08	2-11-2014	10
208.3968_1	725209	6170791	-8.5	0.52	3-11-2014	10
208.3969_1	725184	6170803	-8.4	0.5	4-11-2014	10
208.3970_1	725295	6170781	-8.3	0.82	5-11-2014	10
208.3971_1	726020	6172173	-6.55	-2.37	6-11-2014	10
208.3972_1	725491	6171882	-9.46	0.67	7-11-2014	10
208.3973_1	725653	6171856	-8.78	-1.04	8-11-2014	10
208.3974_1	725635	6171865	-8.09	-0.77	9-11-2014	10
208.3975_1	725643	6171878	-8.5	-1.21	10-11-2014	10
208.3976_1	725655	6171880	-8.62	-1	11-11-2014	10
208.3988_1	723412	6171392	-12.92	-1	12-11-2014	10
208.4021_1	724799	6170503.7	-31.9558	-7.7	13-11-2014	10
208.4062_1	720156	6168389	-26.56	-4.08	14-11-2014	10
208.4064_1	720693	6171649	-28.9188	0.15	15-11-2014	10
208.4065_1	720688	6171638	-4.72	0.3	16-11-2014	10
208.4142_1	718885	6172832	-1.75	0.27	23-11-2014	10
208.4143_1	718788	6172877	-4.14	0.04	24-11-2014	10
208.4180_1	720045.7	6169904.8	-7.5	-1.05	28-11-2014	10
208.4190_1	728969	6171935	-12	-0.5	29-11-2014	10
208.4233_1	726054.9	6173665.2	-19.9	-3.32	4-12-2014	10
208.4260_1	728515.96	6173657.99	-35.9171	-1.31	13-12-2014	10
208.4267_1	726040	6173684	-17.6	-0.35	16-12-2014	10
208.4268_1	726051	6173668	-18.6	-0.66	17-12-2014	10
208.4269_1	726071.91	6173638.11	-19.1	-1.08	18-12-2014	10
208.4271_1	721071	6173248	-4.7	1.4	19-12-2014	10
208.4305_1	725460.89	6170760.53	-33.2062	-2.2	27-12-2014	10
208.4306_1	725433.12	6170747.98	-8.7	-2	28-12-2014	10
208.4308_1	725410.68	6170719.52	-33.2062	-2.25	30-12-2014	10
208.4310_1	725375.97	6170703.83	-8.7	-2.15	31-12-2014	10
208.4311_1	725418.69	6170769.7	-12.9	-1.65	1-01-2015	10
208.4312_1	725440.56	6170726.12	-13.5	-2.4	2-01-2015	10
208.4313_1	725413.21	6170692.56	-13.4	-2.65	3-01-2015	10
208.4314_1	725394.26	6170740.21	-13.2	-1.95	4-01-2015	10
208.435_1	729775	6167156	-15.35	0.86	7-01-2015	10
210.2I_1	644937	6154839	-29.35	18.7	12-01-2015	10
210.60A_1	650631	6145527	-42.5	19	14-01-2015	10
210.79_1	648284	6145224	-42.5	19	16-01-2015	10
210.982_1	650237.66	6148642	-83.9969	19.55	17-01-2015	10
210.982_2	650237.66	6148642	-74.1	19.05	18-01-2015	10
212.1017_1	698648	6153618	-24.15	10	22-01-2015	10
212.1018_1	698129	6153776	-24.45	14.1	23-01-2015	10
212.101_1	687392	6148912	16	29	24-01-2015	10
212.102_1	688333	6148674	8.5	28.9	25-01-2015	10
212.104_1	690208	6149575	9	28.4	26-01-2015	10
212.105_1	693345	6150044	-3	29	27-01-2015	10
212.1070_1	693287.07	6149116.81	-13.0416	27.87	29-01-2015	10
212.1080_1	695711	6152641	-11.88	13.515	30-01-2015	10
212.108_1	693044	6152624	-10	35	31-01-2015	10
